321	100003eu	0.0
321	100004eu	0.0
321	100005eu	0.0
321	100007eu	0.0
321	100010eu	0.0
321	1000123eu	0.0
321	1000206	0.0
321	1000218	0.0
321	1000219	0.0
321	1000224	0.0
321	1000239	0.0
321	1000273	0.0
321	1000278a	0.0
321	1000279	0.0
321	1000283	0.0
321	1000335	0.0
321	1000547	0.0
321	1000562	0.0
321	10005eu	0.0
321	1000665	0.0
321	1000667	0.0
321	10006eu	0.0
321	1000870	0.0
321	1000873	0.0
321	1000874	0.0
321	1000911	0.0
321	1000912	0.0
321	1000913	0.0
321	1000945	0.0
321	1000965	0.0
321	1000966	0.0
321	1000967	0.0
321	1000968	0.0
321	1000969	0.0
321	1000970	0.0
321	1000973	0.0
321	1000974	0.0
321	1000975	0.0
321	1000976	0.0
321	1000977	0.0
321	1000978	0.0
321	1000979	0.0
321	1000980	0.0
321	1000981	0.0
321	1000983	0.0
321	1000984	0.0
321	1000986	0.0
321	1000987	0.0
321	1000988	0.0
321	1000989	0.0
321	1000990	0.0
321	1000994	0.0
321	1000995	0.0
321	1001000	0.0
321	1001001	0.0
321	1001025	0.0
321	1001027	0.0
321	1001029	0.0
321	1001030	0.0
321	1001031	0.0
321	1001032	0.0
321	1001035	0.0
321	1001039	0.0
321	1001040	0.0
321	1001046	0.0
321	1001047	0.0
321	1001049	0.0
321	1001050	0.0
321	1001054	0.0
321	1001055	0.0
321	1001057	0.0
321	1001058	0.0
321	1001059	0.0
321	1001074	0.0
321	1001076	0.0
321	1001078	0.0
321	1001079	0.0
321	1001089	0.0
321	1001092	0.0
321	1001096	0.0
321	1001098	0.0
321	1001102	0.0
321	1001104	0.0
321	1001105	0.0
321	1001106	0.0
321	1001107	0.0
321	1001109	0.0
321	1001119	0.0
321	1001120	0.0
321	1001121	0.0
321	1001123	0.0
321	1001124	0.0
321	1001133	0.0
321	1001142	0.0
321	1001143	0.0
321	1001144	0.0
321	1001160	0.0
321	1001164	0.0
321	1001165	0.0
321	1001166	0.0
321	1001169	0.0
321	1001171	0.0
321	1001185	0.0
321	1001188	0.0
321	1001228	0.0
321	1001229	0.0
321	1001230	0.0
321	1001231	0.0
321	1001232	0.0
321	1001233	0.0
321	1001234	0.0
321	1001235	0.0
321	1001236	0.0
321	1001237	0.0
321	1001240	0.0
321	1001241	0.0
321	1001242	0.0
321	1001246	0.0
321	10026	0.0
321	10078	0.19555555555555557
321	10087	0.0
321	10091	0.0
321	10106	0.6186046511627907
321	10140	0.0
321	10201	0.0
321	10203	0.0
321	10213	0.0
321	10219	0.0
321	10225	0.1281725888324873
321	10234	0.18899273104880582
321	10235	0.2576271186440678
321	10259	0.0
321	10264	0.912828947368421
321	10267	0.0
321	10271	0.14265129682997119
321	10275	0.024115755627009645
321	10281	0.0
321	10286eu	0.0
321	10295	0.29333333333333333
321	10304	0.5405405405405406
321	10308eu	0.0
321	10318	0.16176470588235295
321	10330	0.09333333333333334
321	10356	0.0
321	10367eu	0.0
321	10391	0.13056379821958458
321	10394	0.0
321	10399	0.6882183908045977
321	10402	0.0
