321	100003eu	0.0
321	100004eu	0.0
321	100005eu	0.0
321	100007eu	0.0
321	100010eu	0.0
321	1000123eu	0.0
321	1000218	0.0
321	1000224	0.0
321	1000239	0.0
321	1000278a	0.0
321	1000283	0.0
321	1000335	0.0
321	10005eu	0.0
321	1000665	0.0
321	10006eu	0.0
321	1000870	0.0
321	1000874	0.0
321	1000912	0.0
321	1000913	0.0
321	1000945	0.0
321	1000965	0.0
321	1000966	0.0
321	1000967	0.0
321	1000968	0.0
321	1000969	0.0
321	1000970	0.0
321	1000973	0.0
321	1000979	0.0
321	1000980	0.0
321	1000983	0.0
321	1000986	0.0
321	1000989	0.0
321	1000990	0.0
321	1000994	0.0
321	1001000	0.0
321	1001027	0.0
321	1001029	0.0
321	1001030	0.0
321	1001032	0.0
321	1001039	0.0
321	1001049	0.0
321	1001076	0.0
321	1001079	0.0
321	1001089	0.0
321	1001092	0.0
321	1001102	0.0
321	1001104	0.0
321	1001105	0.0
321	1001106	0.0
321	1001107	0.0
321	1001109	0.0
321	1001119	0.0
321	1001120	0.0
321	1001121	0.0
321	1001123	0.0
321	1001124	0.0
321	1001133	0.0
321	1001142	0.0
321	1001143	0.0
321	1001144	0.0
321	1001164	0.0
321	1001165	0.0
321	1001166	0.0
321	1001171	0.0
321	1001185	0.0
321	1001188	0.0
321	1001228	0.0
321	1001229	0.0
321	1001230	0.0
321	1001231	0.0
321	1001232	0.0
321	1001233	0.0
321	1001234	0.0
321	1001235	0.0
321	1001236	0.0
321	1001237	0.0
321	1001240	0.0
321	1001242	0.0
321	1001246	0.0
321	10026	0.0
321	10078	0.6530612244897959
321	10091	0.0
321	10106	0.34210526315789475
321	10140	0.0
321	10201	0.0
321	10203	0.0
321	10213	0.0
321	10219	0.0
321	10225	0.0
321	10234	0.2375
321	10235	0.35555555555555557
321	10259	0.0
321	10264	1.0
321	10267	0.0
321	10271	0.0
321	10275	0.0
321	10281	0.0
321	10286eu	0.0
321	10295	0.7631578947368421
321	10318	0.0
321	10330	0.0
321	10356	0.0
321	10391	0.21311475409836064
321	10394	0.0
321	10399	0.0
321	10402	0.0
321	10448	1.0
321	10467	0.0
321	10469	0.0
321	10470	0.17391304347826086
321	10472	0.0
321	10473	0.0
321	10482	0.3275862068965517
321	10516	0.41304347826086957
321	10522	0.125
321	10525	0.0
321	10546	0.0
321	10548	0.0
321	10555	0.12941176470588237
321	10569	0.12781954887218044
321	10576	0.0
321	10586	0.0
321	10587	0.0
321	10589	0.0
321	10590	0.0
321	10592	0.0
321	10596	0.15053763440860216
321	10617	0.0
321	10621	0.0
321	10622	0.0
321	10623	0.4090909090909091
321	10628	0.0
321	10630	0.0
321	10638	0.0
321	10640	0.0
321	10641	0.0
321	10642	0.0
321	10648	0.0
321	10649	0.1864406779661017
321	10658	0.0
321	10660	0.0
321	10661	0.0
321	10664	0.0
321	10665	0.0
321	10668	0.37777777777777777
321	10672	0.7532894736842105
321	10674	0.0
321	10677	0.0
321	10679	0.0
321	10682	0.0
321	10702	0.0
321	10707	0.7178841309823678
