1000994	10665
1000994	10973
1000994	11029
1000994	12545
1000994	16047
1000994	22314
1000994	23897
1000994	23947
1000994	24620
1000994	26423
1000994	26577
1000994	26834
1000994	28839
1000994	31707
1000994	31725
1000994	38094
1000994	38188
1000994	38601
1000994	42154
1000994	42657
1000994	44166
1000994	45356
1000994	45457
1000994	45523
1000994	46892
1000994	55834
1000994	58809
1000994	61023
1000994	61423
1000994	62379
1000994	62906
1000994	64412
1000994	65022
1000994	68730
1000994	71673
1000994	78029
1000994	81031
1000994	82054
1000994	83791
1000994	86932
1000994	87258
1000994	87299
1000994	91360
1000994	92111
1000994	95836
1000994	98562
1000994	99706
1001029	23947
1001029	28967
1001029	41615
1001029	45356
1001029	50627
1001029	52199
1001029	67939
1001029	75499
1001029	83791
1001029	86892
1001029	91360
1001032	11578
1001032	17107
1001032	20948
1001032	42130
1001032	52199
1001032	69927
1001032	72257
1001032	87930
1001032	99060
1001102	10817
1001102	11542
1001102	11557
1001102	13364
1001102	13704
1001102	22314
1001102	24545
1001102	25023
1001102	25207
1001102	26577
1001102	28335
1001102	28541
1001102	28806
1001102	29823
1001102	31725
1001102	31727
1001102	33921
1001102	34005
1001102	37882
1001102	40153
1001102	41615
1001102	43215
1001102	43313
1001102	44166
1001102	45523
1001102	46258
1001102	46360
1001102	46892
1001102	47567
1001102	47625
1001102	48740
1001102	49916
1001102	51505
1001102	51506
1001102	53652
1001102	53670
1001102	57989
1001102	63886
1001102	65330
1001102	65481
1001102	67939
1001102	69927
1001102	71998
1001102	73541
1001102	75499
1001102	77316
1001102	87930
1001102	92035
1001102	96438
1001102	98404
1001242	13340
1001242	85318
10078	82607
10078	99060
10106	46892
10106	63886
10106	91360
10106	98562
10106	99060
10140	13487
10140	24620
10140	42303
10140	85318
10140	91360
10225	10973
10225	12024
10225	12464
10225	12545
10225	16047
10225	17105
10225	18542
10225	23055
10225	25023
10225	26421
10225	27863
10225	27953
10225	28912
10225	28967
10225	29823
10225	30583
10225	31398
10225	31725
10225	33455
10225	34005
10225	36240
10225	38460
10225	40332
10225	42159
10225	42583
10225	43313
10225	44166
10225	44711
10225	45503
10225	45691
10225	46260
10225	52199
10225	53670
10225	56880
10225	61005
10225	61423
10225	64573
10225	65022
10225	71998
10225	72509
10225	75499
10225	83291
10225	85318
10225	85735
10225	86892
10225	87921
10225	88584
10225	90818
10225	92973
10225	94499
10234	10234
10234	25225
10234	26017
10234	26455
10234	29219
10234	31707
10234	31725
10234	38188
10234	64846
10234	73384
10234	85318
10234	87258
10234	87299
10234	91360
10234	92653
10235	52379
10235	65683
10235	69872
10235	83242
10235	83739
10235	89931
10264	33515
10264	49369
10264	97478
10271	10271
10271	22598
10271	24620
10271	28548
10271	44166
10271	46226
10271	77754
10271	91360
10281	10399
10281	10419
10281	11557
10281	12464
10281	13161
10281	13372
10281	14833
10281	16047
10281	26423
10281	26834
10281	27136
10281	27958
10281	28541
10281	29230
10281	29854
10281	33629
10281	42130
10281	42583
10281	42848
10281	43313
10281	44711
10281	45523
10281	45660
10281	46226
10281	46258
10281	46260
10281	46286
10281	49574
10281	49916
10281	50975
10281	52931
10281	55834
10281	60470
10281	62283
10281	62379
10281	63475
10281	64573
10281	67874
10281	68482
10281	70074
10281	72304
10281	72509
10281	75582
10281	79369
10281	82900
10281	84570
10281	87160
10281	87258
10281	92408
10281	97326
10295	23543
10295	29168
10295	41813
10295	85318
10295	97459
10304	10304
10304	10548
10304	11029
10304	12545
10304	16047
10304	20948
10304	23947
10304	26834
10304	27136
10304	29631
10304	30935
10304	33629
10304	38094
10304	38460
10304	42130
10304	42657
10304	45356
10304	45457
10304	45523
10304	45613
10304	45691
10304	46260
10304	46892
10304	48740
10304	50018
10304	50975
10304	55834
10304	62379
10304	62906
10304	63168
10304	65022
10304	68482
10304	68516
10304	69927
10304	71624
10304	71673
10304	82992
10304	86357
10304	86892
10304	88001
10304	89308
10304	91360
10304	92111
10304	98562
10304	99706
10399	10304
10399	10399
10399	10419
10399	11048
10399	11542
10399	12464
10399	12480
10399	13342
10399	13856
10399	17107
10399	18542
10399	26421
10399	26423
10399	26577
10399	28967
10399	28977
10399	31707
10399	31758
10399	32344
10399	32799
10399	33455
10399	36240
10399	45457
10399	45523
10399	46360
10399	46892
10399	48740
10399	55238
10399	55367
10399	58809
10399	61423
10399	62889
10399	68482
10399	68516
10399	69927
10399	72030
10399	72301
10399	92270
10399	92408
10399	92973
10399	93537
10399	94706
10399	98469
10419	10304
10419	10399
10419	10419
10419	11048
10419	11542
10419	12464
10419	17105
10419	26577
10419	27958
10419	28967
10419	28977
10419	31707
10419	31758
10419	45356
10419	45457
10419	45461
10419	45523
10419	46360
10419	46892
10419	48740
10419	55238
10419	55367
10419	58809
10419	61423
10419	62889
10419	68482
10419	68516
10419	69927
10419	72030
10419	72293
10419	72301
10419	91360
10419	92408
10419	92973
10419	94706
10448	14257
10448	14499
10448	14899
10448	19000
10448	19122
10448	21506
10448	21879
10448	23543
10448	25182
10448	28967
10448	29168
10448	31685
10448	35481
10448	41813
10448	43936
10448	44252
10448	44442
10448	51914
10448	52158
10448	53893
10448	57475
10448	61202
10448	61991
10448	62652
10448	62693
10448	63394
10448	63425
10448	64790
10448	70166
10448	73674
10448	74166
10448	75682
10448	76454
10448	80802
10448	82830
10448	85318
10448	91360
10448	94749
10448	94900
10448	97325
10448	99060
10467	10467
10467	14886
10467	24620
10467	31758
10467	46892
10467	48766
10467	56880
10467	57989
10467	63168
10467	65330
10467	73656
10467	78605
10467	83791
10467	89308
10467	91360
10470	85318
10470	92326
10472	30964
10472	60063
10472	85318
10472	89154
10472	99060
10482	13372
10482	24620
10482	33455
10482	38188
10482	45868
10482	45872
10482	46226
10482	46234
10482	52199
10482	59402
10482	70621
10482	79665
10482	91360
10482	99060
10516	10448
10522	10548
10522	10834
10522	10973
10522	11048
10522	11186
10522	11356
10522	11473
10522	12582
10522	17107
10522	18494
10522	23897
10522	26423
10522	26455
10522	26952
10522	27863
10522	27953
10522	28806
10522	28839
10522	31394
10522	31707
10522	33952
10522	36240
10522	38460
10522	42657
10522	44166
10522	45501
10522	45872
10522	46260
10522	48766
10522	49916
10522	50960
10522	60470
10522	62749
10522	65022
10522	68482
10522	70442
10522	71171
10522	71998
10522	73656
10522	77257
10522	78029
10522	86695
10522	86892
10522	88001
10522	89308
10522	91353
10522	92111
10522	92326
10522	98562
10522	99706
10525	99060
10548	11473
10548	11669
10548	17340
10548	18482
10548	18542
10548	18722
10548	23063
10548	23897
10548	23947
10548	24554
10548	25023
10548	28993
10548	29940
10548	31394
10548	33255
10548	33704
10548	33921
10548	38547
10548	42159
10548	42657
10548	43092
10548	43103
10548	45501
10548	45523
10548	45850
10548	46892
10548	50018
10548	53019
10548	55328
10548	55834
10548	57989
10548	60063
10548	61777
10548	63870
10548	67939
10548	68727
10548	71203
10548	71624
10548	71993
10548	74745
10548	75499
10548	80226
10548	82900
10548	82992
10548	84570
10548	86357
10548	86695
10548	88111
10548	92111
10548	98404
10555	92197
10576	99060
10596	55502
10596	91360
10640	85318
10648	10648
10648	35657
10648	99060
10658	10658
10665	10665
10665	10731
10665	10733
10665	11473
10665	12451
10665	13020
10665	23947
10665	25682
10665	26577
10665	27863
10665	28912
10665	31707
10665	31758
10665	33015
10665	37397
10665	40153
10665	44166
10665	45356
10665	45691
10665	46892
10665	48740
10665	49369
10665	50960
10665	56846
10665	58408
10665	67939
10665	71673
10665	74250
10665	75499
10665	75582
10665	75682
10665	75777
10665	75996
10665	80276
10665	82607
